epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,742.32,0.80396,0.5118,1.141,0.89282,0.89473,0.92086,0.70153,0.8604,0.6217,1.24705,0.00103962,0.00103962,0.00103962
19,789.106,0.7905,0.51744,1.13043,0.90362,0.91077,0.94151,0.71806,0.8611,0.61107,1.25641,0.00102725,0.00102725,0.00102725
20,832.435,0.80693,0.50424,1.13275,0.90476,0.85057,0.9256,0.69348,0.91258,0.65292,1.26375,0.00101488,0.00101488,0.00101488
21,876.507,0.79815,0.51035,1.1335,0.89808,0.88463,0.93414,0.70891,0.84203,0.628,1.2326,0.0010025,0.0010025,0.0010025
22,918.837,0.75467,0.48963,1.11292,0.91984,0.88223,0.90897,0.71408,0.82298,0.68509,1.19463,0.000990125,0.000990125,0.000990125
23,963.437,0.78648,0.49088,1.13788,0.88571,0.90204,0.91513,0.71381,0.8269,0.674,1.24431,0.00097775,0.00097775,0.00097775
24,1010.81,0.77176,0.47909,1.11361,0.91813,0.92924,0.94535,0.72936,0.83341,0.55853,1.20842,0.000965375,0.000965375,0.000965375
25,1057.29,0.76925,0.46451,1.12155,0.89376,0.90027,0.93533,0.70143,0.86933,0.6157,1.26446,0.000953,0.000953,0.000953
26,1096.58,0.76352,0.46903,1.10438,0.85988,0.8652,0.89124,0.69004,0.83575,0.71912,1.22623,0.000940625,0.000940625,0.000940625
27,1135.67,0.77317,0.47356,1.1143,0.87665,0.91635,0.93612,0.72237,0.81136,0.57745,1.21326,0.00092825,0.00092825,0.00092825
28,1173.61,0.76098,0.46661,1.11184,0.88718,0.90391,0.94167,0.71674,0.85161,0.56445,1.24171,0.000915875,0.000915875,0.000915875
29,1212.47,0.74701,0.45426,1.10708,0.90714,0.94475,0.94355,0.72847,0.8497,0.54749,1.22144,0.0009035,0.0009035,0.0009035
30,1250.64,0.73563,0.45393,1.09278,0.88021,0.93704,0.94114,0.72019,0.84473,0.58559,1.21634,0.000891125,0.000891125,0.000891125
31,1289.35,0.75254,0.4462,1.1125,0.91064,0.88345,0.92304,0.69153,0.84397,0.60107,1.24882,0.00087875,0.00087875,0.00087875
32,1332.68,0.75491,0.45581,1.09674,0.9286,0.8841,0.94447,0.72152,0.84685,0.54193,1.22988,0.000866375,0.000866375,0.000866375
33,1374.33,0.73638,0.43495,1.09928,0.93278,0.87771,0.94131,0.72205,0.85636,0.55969,1.22376,0.000854,0.000854,0.000854
34,1412.66,0.72657,0.43444,1.09723,0.89771,0.91398,0.92792,0.72999,0.823,0.56424,1.22589,0.000841625,0.000841625,0.000841625
35,1450.69,0.73576,0.43368,1.10151,0.90443,0.94116,0.94849,0.73158,0.85261,0.52891,1.20773,0.00082925,0.00082925,0.00082925
36,1492.81,0.72029,0.42388,1.0962,0.92174,0.92467,0.9528,0.73858,0.82486,0.51285,1.20541,0.000816875,0.000816875,0.000816875
37,1538,0.73634,0.43215,1.09669,0.86783,0.94385,0.94498,0.7319,0.83921,0.527,1.19975,0.0008045,0.0008045,0.0008045
38,1577.71,0.73292,0.4298,1.10551,0.92734,0.91186,0.94382,0.72482,0.84451,0.54175,1.24727,0.000792125,0.000792125,0.000792125
39,1617.25,0.73283,0.41995,1.09255,0.93774,0.91847,0.94125,0.74529,0.78858,0.51279,1.1883,0.00077975,0.00077975,0.00077975
40,1662.74,0.71097,0.41972,1.08303,0.90772,0.93266,0.93757,0.73171,0.80501,0.5386,1.20131,0.000767375,0.000767375,0.000767375
41,1714.11,0.72142,0.41422,1.09415,0.92494,0.87119,0.92385,0.72189,0.81314,0.62942,1.19655,0.000755,0.000755,0.000755
42,1758.4,0.71983,0.40844,1.08561,0.91336,0.94454,0.95616,0.75608,0.79692,0.50258,1.19057,0.000742625,0.000742625,0.000742625
43,1813.85,0.68425,0.39496,1.06356,0.92924,0.92434,0.93643,0.73404,0.81721,0.55749,1.20875,0.00073025,0.00073025,0.00073025
44,1856.22,0.68652,0.39136,1.07877,0.91688,0.92158,0.94556,0.74866,0.78198,0.52562,1.19741,0.000717875,0.000717875,0.000717875
45,1903.97,0.68194,0.39625,1.07128,0.9171,0.91608,0.94531,0.74291,0.78241,0.53293,1.20156,0.0007055,0.0007055,0.0007055
46,1950.29,0.68,0.38963,1.06609,0.93381,0.93408,0.95433,0.74235,0.82272,0.49691,1.19675,0.000693125,0.000693125,0.000693125
47,1997.83,0.68862,0.38746,1.07002,0.93363,0.90844,0.95016,0.75327,0.79851,0.51025,1.19627,0.00068075,0.00068075,0.00068075
48,2050.89,0.66959,0.38085,1.06431,0.93914,0.9197,0.95317,0.75379,0.79018,0.47831,1.20138,0.000668375,0.000668375,0.000668375
49,2100.66,0.69122,0.39495,1.07538,0.93142,0.93052,0.94862,0.73927,0.80517,0.50751,1.21972,0.000656,0.000656,0.000656
50,2153.13,0.71536,0.40173,1.07482,0.94028,0.95352,0.96205,0.77088,0.78712,0.43759,1.17691,0.000643625,0.000643625,0.000643625
51,2209.94,0.67138,0.3801,1.06619,0.88629,0.92932,0.94033,0.7366,0.81202,0.56155,1.19857,0.00063125,0.00063125,0.00063125
52,2256.16,0.66658,0.37433,1.05897,0.88865,0.93087,0.95505,0.74707,0.80065,0.50457,1.19413,0.000618875,0.000618875,0.000618875
53,2304.59,0.67508,0.38319,1.06977,0.92355,0.92938,0.9534,0.75156,0.79489,0.49331,1.19068,0.0006065,0.0006065,0.0006065
54,2354,0.64855,0.36472,1.04457,0.89533,0.94372,0.9553,0.7513,0.79113,0.50054,1.19382,0.000594125,0.000594125,0.000594125
55,2404.77,0.66998,0.37527,1.06793,0.92531,0.95547,0.96286,0.75102,0.79323,0.47508,1.18284,0.00058175,0.00058175,0.00058175
56,2456.39,0.65375,0.3753,1.05712,0.89574,0.95049,0.96559,0.77345,0.75932,0.50275,1.16259,0.000569375,0.000569375,0.000569375
57,2512.81,0.64255,0.36506,1.05535,0.9267,0.94443,0.96142,0.75637,0.79655,0.46718,1.18313,0.000557,0.000557,0.000557
58,2555.11,0.66485,0.36827,1.06142,0.88605,0.93096,0.94702,0.75618,0.78028,0.50657,1.18894,0.000544625,0.000544625,0.000544625
59,2607.12,0.65802,0.36236,1.05783,0.93399,0.934,0.95357,0.76548,0.76005,0.47495,1.15737,0.00053225,0.00053225,0.00053225
60,2654.99,0.63675,0.35628,1.04408,0.9111,0.95687,0.95827,0.76219,0.77573,0.48137,1.16689,0.000519875,0.000519875,0.000519875
61,2710.72,0.64554,0.36274,1.05136,0.93479,0.93122,0.95423,0.76209,0.77652,0.47396,1.16245,0.0005075,0.0005075,0.0005075
62,2755.86,0.63006,0.35195,1.04371,0.91221,0.94428,0.9617,0.76686,0.80376,0.46407,1.21,0.000495125,0.000495125,0.000495125
63,2798.94,0.63179,0.35975,1.0468,0.91189,0.95972,0.96506,0.76891,0.78452,0.48047,1.1955,0.00048275,0.00048275,0.00048275
64,2839.55,0.62947,0.35519,1.0435,0.94924,0.92044,0.96033,0.7598,0.78066,0.45512,1.17931,0.000470375,0.000470375,0.000470375
65,2884.93,0.62892,0.35288,1.04363,0.9226,0.95686,0.96544,0.76473,0.77823,0.45776,1.17241,0.000458,0.000458,0.000458
66,2926.51,0.61754,0.34259,1.03677,0.90895,0.93353,0.96633,0.76993,0.77102,0.47836,1.1849,0.000445625,0.000445625,0.000445625
67,2965.72,0.62384,0.35264,1.04982,0.90283,0.94885,0.95956,0.75334,0.78383,0.484,1.19648,0.00043325,0.00043325,0.00043325
68,3009.87,0.6349,0.34087,1.04761,0.93813,0.91193,0.95444,0.75797,0.77075,0.4693,1.18785,0.000420875,0.000420875,0.000420875
69,3051.69,0.63022,0.34869,1.04218,0.93505,0.91374,0.95225,0.76506,0.78116,0.47043,1.20859,0.0004085,0.0004085,0.0004085
70,3093,0.60934,0.33936,1.03566,0.93601,0.93387,0.95865,0.76799,0.78198,0.44815,1.19644,0.000396125,0.000396125,0.000396125
71,3137.03,0.60532,0.33682,1.03197,0.91465,0.95432,0.95435,0.76603,0.77707,0.46927,1.20136,0.00038375,0.00038375,0.00038375
72,3181.94,0.60422,0.33863,1.03133,0.9374,0.92045,0.95405,0.77163,0.77103,0.47094,1.17825,0.000371375,0.000371375,0.000371375
73,3223.74,0.61559,0.34652,1.04077,0.92683,0.92141,0.94994,0.76064,0.77701,0.49458,1.18882,0.000359,0.000359,0.000359
74,3264.37,0.59458,0.3334,1.02717,0.90931,0.93696,0.95001,0.75776,0.77529,0.47018,1.19847,0.000346625,0.000346625,0.000346625
75,3306.15,0.60444,0.33754,1.03962,0.94403,0.91864,0.94126,0.75797,0.78343,0.48554,1.20243,0.00033425,0.00033425,0.00033425
76,3349.18,0.60649,0.32964,1.04199,0.93839,0.91417,0.95597,0.76978,0.7723,0.46968,1.18558,0.000321875,0.000321875,0.000321875
77,3389.52,0.58925,0.32987,1.0243,0.92532,0.92691,0.9536,0.76847,0.78584,0.46974,1.1924,0.0003095,0.0003095,0.0003095
78,3431,0.59043,0.32623,1.03583,0.94711,0.91615,0.95816,0.77266,0.78845,0.46961,1.20822,0.000297125,0.000297125,0.000297125
79,3475.55,0.5727,0.31596,1.01539,0.92366,0.91512,0.94857,0.75904,0.77656,0.47612,1.19752,0.00028475,0.00028475,0.00028475
80,3518.36,0.57719,0.31533,1.02969,0.92578,0.90563,0.94174,0.74133,0.78667,0.51489,1.21032,0.000272375,0.000272375,0.000272375
81,3560.75,0.60215,0.32768,1.03732,0.91641,0.94032,0.94436,0.75324,0.78101,0.4734,1.20507,0.00026,0.00026,0.00026
82,3605.69,0.58967,0.32254,1.02467,0.90862,0.92981,0.95148,0.75951,0.7685,0.48244,1.19284,0.000247625,0.000247625,0.000247625
83,3648,0.58149,0.3203,1.02713,0.9505,0.90642,0.95301,0.76489,0.76256,0.45808,1.18522,0.00023525,0.00023525,0.00023525
84,3687.48,0.5632,0.30865,1.01178,0.9102,0.94844,0.96303,0.76459,0.77548,0.44917,1.19553,0.000222875,0.000222875,0.000222875
85,3731.67,0.57409,0.31586,1.03002,0.94681,0.91105,0.96253,0.76376,0.77957,0.44969,1.20158,0.0002105,0.0002105,0.0002105
86,3773.61,0.57305,0.3122,1.0209,0.93262,0.94725,0.96379,0.77084,0.77329,0.43719,1.1989,0.000198125,0.000198125,0.000198125
87,3812.98,0.5544,0.29788,1.01642,0.91947,0.95482,0.95967,0.77914,0.77069,0.44515,1.19181,0.00018575,0.00018575,0.00018575
88,3859.43,0.56472,0.3123,1.03011,0.91347,0.95733,0.96061,0.77277,0.77476,0.43811,1.19201,0.000173375,0.000173375,0.000173375
89,3901.88,0.56646,0.30849,1.02654,0.90921,0.95835,0.95755,0.76648,0.78293,0.45463,1.20608,0.000161,0.000161,0.000161
90,3944.89,0.54292,0.30353,1.01502,0.89937,0.96556,0.9614,0.77511,0.7685,0.45499,1.20088,0.000148625,0.000148625,0.000148625
91,4020.12,0.50503,0.30741,0.97622,0.9435,0.91114,0.9525,0.74853,0.77571,0.47431,1.20545,0.00013625,0.00013625,0.00013625
92,4060.47,0.49918,0.25425,0.98112,0.93967,0.90271,0.96023,0.76335,0.79057,0.48441,1.21399,0.000123875,0.000123875,0.000123875
93,4102.73,0.51211,0.25729,0.98278,0.9136,0.9581,0.95952,0.75837,0.77105,0.4422,1.19629,0.0001115,0.0001115,0.0001115
94,4144.08,0.49113,0.25266,0.97739,0.9377,0.91508,0.95699,0.76407,0.76681,0.4678,1.19652,9.9125e-05,9.9125e-05,9.9125e-05
95,4186.88,0.48518,0.25544,0.97233,0.94711,0.91642,0.95955,0.76709,0.77412,0.44328,1.19662,8.675e-05,8.675e-05,8.675e-05
96,4228.69,0.48401,0.25184,0.9785,0.90697,0.95828,0.96436,0.76974,0.77099,0.43336,1.20238,7.4375e-05,7.4375e-05,7.4375e-05
97,4268.97,0.48738,0.24451,0.97444,0.94219,0.93088,0.96156,0.76401,0.77314,0.43112,1.19918,6.2e-05,6.2e-05,6.2e-05
98,4313.6,0.46899,0.23812,0.96911,0.93449,0.93418,0.96551,0.76939,0.76618,0.42736,1.19457,4.9625e-05,4.9625e-05,4.9625e-05
99,4355.48,0.47049,0.23737,0.96223,0.90333,0.96665,0.96359,0.76476,0.77383,0.4287,1.20792,3.725e-05,3.725e-05,3.725e-05
100,4395.81,0.47054,0.23718,0.9678,0.90692,0.97089,0.96593,0.76748,0.77192,0.42701,1.20858,2.4875e-05,2.4875e-05,2.4875e-05
