epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,6032.43,0.52276,0.28983,1.00105,0.93113,0.94799,0.95273,0.76656,0.787,0.4374,1.22963,0.000334659,0.000334659,0.000334659
181,6065.15,0.50903,0.28618,0.99983,0.93822,0.93323,0.9531,0.75767,0.78362,0.45154,1.2348,0.000329545,0.000329545,0.000329545
182,6098.46,0.53171,0.29679,1.00007,0.92286,0.93683,0.94385,0.75598,0.78534,0.44763,1.23486,0.000324432,0.000324432,0.000324432
183,6131.6,0.50706,0.28951,0.99705,0.91608,0.95608,0.95261,0.75989,0.77869,0.43387,1.23482,0.000319318,0.000319318,0.000319318
184,6164.59,0.4999,0.28663,0.98899,0.90723,0.9582,0.9523,0.7604,0.78794,0.43407,1.23507,0.000314205,0.000314205,0.000314205
185,6197.8,0.50825,0.28033,0.99357,0.94377,0.9402,0.95333,0.75808,0.78901,0.43206,1.2385,0.000309091,0.000309091,0.000309091
186,6230.72,0.51207,0.2901,0.99384,0.94786,0.9475,0.95568,0.75914,0.78579,0.42177,1.23226,0.000303977,0.000303977,0.000303977
187,6264.13,0.50175,0.27989,0.98447,0.93909,0.95136,0.95449,0.75427,0.79954,0.43555,1.25273,0.000298864,0.000298864,0.000298864
188,6296.42,0.51645,0.28846,1.00022,0.91952,0.95637,0.95116,0.74953,0.80108,0.44595,1.26056,0.00029375,0.00029375,0.00029375
189,6329.8,0.50826,0.29318,1.00161,0.94482,0.94427,0.95901,0.75819,0.79456,0.43238,1.24718,0.000288636,0.000288636,0.000288636
190,6363.03,0.51638,0.28805,0.9933,0.9418,0.93814,0.95614,0.75172,0.79406,0.44103,1.24829,0.000283523,0.000283523,0.000283523
191,6395.91,0.50078,0.29143,0.98523,0.91358,0.96835,0.95492,0.75711,0.79598,0.44593,1.24676,0.000278409,0.000278409,0.000278409
192,6428.78,0.503,0.27955,0.99435,0.91203,0.96583,0.95717,0.75356,0.79674,0.44857,1.27074,0.000273295,0.000273295,0.000273295
193,6461.78,0.50486,0.2776,0.9979,0.93505,0.94255,0.95767,0.75631,0.79077,0.4516,1.25869,0.000268182,0.000268182,0.000268182
194,6495.58,0.50135,0.27758,0.9862,0.93593,0.9504,0.95684,0.75646,0.80302,0.44431,1.26642,0.000263068,0.000263068,0.000263068
195,6528.12,0.50976,0.28651,0.99101,0.93556,0.93646,0.95582,0.75614,0.79276,0.45604,1.25305,0.000257955,0.000257955,0.000257955
196,6561.37,0.49358,0.27439,0.98795,0.93714,0.93642,0.95574,0.7587,0.78817,0.45167,1.24925,0.000252841,0.000252841,0.000252841
197,6594.45,0.49322,0.27329,0.98986,0.93576,0.93897,0.96015,0.76348,0.78304,0.43863,1.24117,0.000247727,0.000247727,0.000247727
198,6627.85,0.48861,0.27709,0.98824,0.93878,0.94694,0.96082,0.76196,0.78946,0.44297,1.25317,0.000242614,0.000242614,0.000242614
199,6661.07,0.4904,0.28387,0.99889,0.93783,0.95294,0.95847,0.75796,0.79113,0.42357,1.24907,0.0002375,0.0002375,0.0002375
200,6694.24,0.4972,0.28642,0.98315,0.93788,0.96316,0.95858,0.75801,0.79928,0.42856,1.26042,0.000232386,0.000232386,0.000232386
201,6727.22,0.4957,0.27604,0.99046,0.93229,0.94602,0.95643,0.76031,0.79992,0.44203,1.25835,0.000227273,0.000227273,0.000227273
202,6760.29,0.48122,0.27376,0.98652,0.93324,0.94703,0.96043,0.76139,0.79872,0.4332,1.25375,0.000222159,0.000222159,0.000222159
203,6793.18,0.4853,0.27007,0.98869,0.93173,0.94293,0.95542,0.75747,0.7985,0.44501,1.25627,0.000217045,0.000217045,0.000217045
204,6826.46,0.48837,0.27747,0.98649,0.93121,0.94158,0.95656,0.76393,0.78605,0.43066,1.2471,0.000211932,0.000211932,0.000211932
205,6859.98,0.48059,0.27353,0.98432,0.93363,0.94628,0.95575,0.76692,0.78318,0.43043,1.24775,0.000206818,0.000206818,0.000206818
206,6892.32,0.48242,0.28117,0.97933,0.9344,0.94414,0.95098,0.75967,0.78751,0.44596,1.2402,0.000201705,0.000201705,0.000201705
207,6925.68,0.47467,0.27504,0.97527,0.9386,0.9487,0.95688,0.77122,0.77566,0.43355,1.23908,0.000196591,0.000196591,0.000196591
208,6958.62,0.48204,0.27545,0.98349,0.92958,0.95671,0.95507,0.76062,0.79088,0.43367,1.24815,0.000191477,0.000191477,0.000191477
209,6991.7,0.48855,0.27518,0.98383,0.93859,0.94828,0.95828,0.76229,0.77794,0.42251,1.23198,0.000186364,0.000186364,0.000186364
210,7024.58,0.47301,0.26893,0.98396,0.93823,0.95561,0.9546,0.76657,0.77632,0.42911,1.23868,0.00018125,0.00018125,0.00018125
211,7057.88,0.47491,0.26279,0.97809,0.93572,0.95094,0.95535,0.76152,0.78724,0.43249,1.24846,0.000176136,0.000176136,0.000176136
212,7090.89,0.48072,0.27729,0.98057,0.93841,0.94867,0.95231,0.76114,0.78543,0.42842,1.25404,0.000171023,0.000171023,0.000171023
213,7123.71,0.48076,0.27477,0.97838,0.92656,0.95475,0.95226,0.75846,0.78581,0.4473,1.2512,0.000165909,0.000165909,0.000165909
214,7156.82,0.49072,0.27329,0.98595,0.93084,0.94629,0.95424,0.76261,0.78605,0.43637,1.25373,0.000160795,0.000160795,0.000160795
215,7189.96,0.47549,0.26524,0.98281,0.93698,0.94557,0.95349,0.76137,0.78001,0.4398,1.25577,0.000155682,0.000155682,0.000155682
216,7222.94,0.4752,0.27493,0.98019,0.92901,0.94749,0.95307,0.75998,0.7831,0.45083,1.25608,0.000150568,0.000150568,0.000150568
217,7255.48,0.45863,0.25539,0.97577,0.92512,0.92549,0.94987,0.75575,0.78494,0.46713,1.26081,0.000145455,0.000145455,0.000145455
218,7288.92,0.48677,0.27139,0.98609,0.92536,0.94489,0.95482,0.75679,0.78077,0.44115,1.25107,0.000140341,0.000140341,0.000140341
219,7321.92,0.46718,0.26257,0.98021,0.93224,0.93528,0.95558,0.75896,0.78476,0.44368,1.25744,0.000135227,0.000135227,0.000135227
220,7355.01,0.4671,0.26189,0.97595,0.93475,0.94573,0.95709,0.76004,0.78549,0.43563,1.25099,0.000130114,0.000130114,0.000130114
221,7387.75,0.47138,0.26672,0.97926,0.93444,0.94251,0.95494,0.75733,0.79082,0.44869,1.25088,0.000125,0.000125,0.000125
222,7420.63,0.473,0.26487,0.97648,0.93251,0.94377,0.95326,0.75734,0.79276,0.44808,1.25633,0.000119886,0.000119886,0.000119886
223,7453.44,0.4809,0.26095,0.98442,0.93651,0.94593,0.95127,0.75427,0.79578,0.44857,1.24714,0.000114773,0.000114773,0.000114773
224,7486.2,0.46863,0.26489,0.98191,0.93607,0.94731,0.95133,0.75721,0.79431,0.44943,1.25192,0.000109659,0.000109659,0.000109659
225,7519.47,0.45614,0.25605,0.96202,0.93771,0.94359,0.95404,0.75434,0.7968,0.45619,1.25735,0.000104545,0.000104545,0.000104545
226,7552.41,0.47602,0.26111,0.97951,0.93691,0.94135,0.95605,0.76002,0.79553,0.44039,1.26418,9.94318e-05,9.94318e-05,9.94318e-05
227,7585.62,0.46268,0.25881,0.97892,0.93623,0.94529,0.95369,0.757,0.79359,0.43975,1.26216,9.43182e-05,9.43182e-05,9.43182e-05
228,7618.34,0.4587,0.26004,0.96752,0.93692,0.94144,0.95161,0.75401,0.7949,0.44184,1.26192,8.92045e-05,8.92045e-05,8.92045e-05
229,7651.84,0.4629,0.25671,0.97772,0.93571,0.94404,0.95364,0.7552,0.7963,0.44216,1.26429,8.40909e-05,8.40909e-05,8.40909e-05
230,7685.27,0.45522,0.25262,0.97308,0.93412,0.95199,0.95503,0.75525,0.79529,0.43887,1.26629,7.89773e-05,7.89773e-05,7.89773e-05
231,7718.66,0.45663,0.26022,0.97071,0.93095,0.95616,0.95388,0.75802,0.79566,0.43317,1.26631,7.38636e-05,7.38636e-05,7.38636e-05
232,7751.63,0.45471,0.25863,0.97492,0.93019,0.95482,0.95277,0.75533,0.80029,0.434,1.26903,6.875e-05,6.875e-05,6.875e-05
233,7833.07,0.42732,0.21883,0.94196,0.92804,0.94725,0.94927,0.75362,0.80206,0.43273,1.27439,6.36364e-05,6.36364e-05,6.36364e-05
234,7866.28,0.40145,0.20666,0.93536,0.92636,0.94944,0.94921,0.74921,0.79525,0.43408,1.26619,5.85227e-05,5.85227e-05,5.85227e-05
235,7899.44,0.41428,0.21006,0.93974,0.92448,0.94807,0.95177,0.7472,0.7962,0.43495,1.26317,5.34091e-05,5.34091e-05,5.34091e-05
236,7932.87,0.41453,0.21054,0.92937,0.9229,0.94763,0.9511,0.75458,0.79779,0.43185,1.26265,4.82955e-05,4.82955e-05,4.82955e-05
237,7965.52,0.40366,0.20377,0.93572,0.92577,0.9482,0.95343,0.75346,0.79317,0.43154,1.26493,4.31818e-05,4.31818e-05,4.31818e-05
238,7999.34,0.39562,0.2007,0.94374,0.92627,0.9482,0.95229,0.75461,0.79361,0.4271,1.26134,3.80682e-05,3.80682e-05,3.80682e-05
239,8032.14,0.40354,0.20754,0.93538,0.93597,0.94349,0.95425,0.75786,0.7954,0.42967,1.26015,3.29545e-05,3.29545e-05,3.29545e-05
240,8065.8,0.40454,0.20156,0.94264,0.9314,0.94342,0.95556,0.76107,0.79305,0.42982,1.26187,2.78409e-05,2.78409e-05,2.78409e-05
241,8098.39,0.39677,0.2036,0.92961,0.93932,0.93787,0.95444,0.76044,0.79051,0.4304,1.26123,2.27273e-05,2.27273e-05,2.27273e-05
242,8132.01,0.40372,0.20446,0.93203,0.93712,0.94151,0.95601,0.76249,0.79044,0.43216,1.2625,1.76136e-05,1.76136e-05,1.76136e-05
