                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.54955,                0.31183,                0.94925,                0.95429,                0.94957,                 0.9626,                0.80072,                0.77146,                0.35484,                 1.1364,               0.002179,               0.002179,               0.002179
                    160,                0.55431,                0.31051,                0.95409,                0.95453,                0.94849,                0.96308,                0.80179,                0.76773,                0.35439,                 1.1354,              0.0021295,              0.0021295,              0.0021295
                    161,                0.56032,                0.30654,                0.95678,                0.95284,                0.94624,                0.96216,                0.79876,                 0.7687,                0.35633,                 1.1365,                0.00208,                0.00208,                0.00208
                    162,                0.53745,                0.29874,                0.94351,                0.95464,                0.94876,                0.96231,                 0.8007,                0.76629,                0.35758,                 1.1358,              0.0020305,              0.0020305,              0.0020305
                    163,                0.54976,                0.30295,                0.95173,                0.95336,                0.94637,                0.96325,                0.79919,                0.76637,                0.35642,                 1.1368,               0.001981,               0.001981,               0.001981
                    164,                0.54535,                0.30061,                 0.9517,                0.95351,                0.94437,                 0.9645,                 0.7999,                0.76957,                0.35631,                 1.1382,              0.0019315,              0.0019315,              0.0019315
                    165,                0.55491,                0.30012,                0.95676,                 0.9535,                 0.9444,                0.96483,                0.79838,                0.77107,                0.35618,                 1.1384,               0.001882,               0.001882,               0.001882
                    166,                0.54474,                0.29925,                0.95269,                0.95424,                0.94637,                0.96414,                0.80024,                0.77161,                0.35786,                 1.1376,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.5381,                0.29454,                 0.9459,                0.95313,                0.94633,                0.96362,                0.79829,                0.77222,                0.35979,                 1.1373,               0.001783,               0.001783,               0.001783
                    168,                 0.5432,                0.30153,                0.94702,                0.95214,                0.94706,                0.96296,                0.79779,                0.77131,                0.35886,                 1.1371,              0.0017335,              0.0017335,              0.0017335
                    169,                0.53771,                0.29765,                0.94895,                0.95166,                0.94551,                0.96244,                0.79935,                0.76956,                0.35725,                 1.1364,               0.001684,               0.001684,               0.001684
                    170,                0.53678,                0.29328,                0.94827,                0.95726,                0.93871,                0.96306,                0.79958,                0.76819,                0.35678,                  1.135,              0.0016345,              0.0016345,              0.0016345
                    171,                0.53375,                0.29597,                 0.9455,                0.95651,                0.93953,                0.96271,                0.79858,                0.76928,                 0.3574,                 1.1358,               0.001585,               0.001585,               0.001585
                    172,                0.53222,                0.30034,                 0.9469,                0.95103,                 0.9452,                0.96278,                0.79847,                 0.7718,                0.35854,                 1.1394,              0.0015355,              0.0015355,              0.0015355
                    173,                0.52694,                0.30056,                0.93931,                0.95126,                0.94806,                 0.9628,                0.79801,                 0.7719,                0.35804,                 1.1395,               0.001486,               0.001486,               0.001486
