                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.90382,                0.66005,                 1.1307,                0.91604,                0.91004,                0.94527,                  0.728,                0.86153,                0.53489,                 1.1891,              0.0097426,              0.0097426,              0.0097426
                     15,                0.89256,                0.65197,                  1.121,                0.93413,                0.88222,                0.94073,                 0.7267,                0.82844,                0.57646,                 1.1667,              0.0097228,              0.0097228,              0.0097228
                     16,                0.88422,                0.63074,                 1.1174,                 0.9344,                0.86153,                 0.9404,                0.72238,                0.84281,                0.59368,                 1.1823,               0.009703,               0.009703,               0.009703
                     17,                0.88476,                0.63395,                 1.1147,                0.92651,                0.88308,                0.94029,                0.74527,                 0.8199,                0.55724,                 1.1601,              0.0096832,              0.0096832,              0.0096832
                     18,                0.87043,                0.61708,                 1.1092,                0.93437,                0.88644,                0.94462,                0.73355,                 0.8383,                0.54866,                 1.1704,              0.0096634,              0.0096634,              0.0096634
                     19,                0.85854,                0.60531,                  1.106,                0.87432,                 0.8676,                0.91094,                0.70199,                0.85053,                0.63142,                 1.1765,              0.0096436,              0.0096436,              0.0096436
                     20,                0.86397,                0.60619,                 1.1066,                0.93014,                0.91357,                0.95819,                0.74007,                0.83866,                0.50715,                  1.175,              0.0096238,              0.0096238,              0.0096238
                     21,                0.87733,                0.61378,                 1.1138,                0.94341,                0.90305,                0.95661,                0.75057,                0.82205,                0.50175,                 1.1416,               0.009604,               0.009604,               0.009604
                     22,                0.84195,                0.59416,                 1.0898,                0.92564,                0.88561,                0.94927,                0.73584,                0.86031,                0.53975,                 1.1685,              0.0095842,              0.0095842,              0.0095842
                     23,                0.85555,                0.58258,                 1.0998,                0.92752,                0.91741,                0.94746,                0.74721,                0.81337,                 0.4992,                 1.1571,              0.0095644,              0.0095644,              0.0095644
                     24,                0.84675,                0.56749,                 1.0898,                0.92742,                0.90871,                0.94833,                0.74518,                0.83236,                0.52556,                 1.1555,              0.0095446,              0.0095446,              0.0095446
                     25,                0.83334,                0.56233,                 1.0827,                0.94497,                0.92032,                0.95807,                0.76742,                0.79382,                0.48073,                 1.1294,              0.0095248,              0.0095248,              0.0095248
                     26,                 0.8504,                0.56845,                 1.0901,                0.95047,                0.89081,                0.95134,                0.74745,                0.81825,                0.50392,                 1.1511,               0.009505,               0.009505,               0.009505
                     27,                0.83337,                0.56072,                 1.0835,                 0.9307,                0.91996,                0.95369,                0.75701,                0.80485,                0.47976,                 1.1548,              0.0094852,              0.0094852,              0.0094852
                     28,                0.83721,                0.55586,                 1.0867,                0.90975,                0.91821,                0.95451,                0.74746,                0.82855,                0.49762,                 1.1762,              0.0094654,              0.0094654,              0.0094654
                     29,                0.82672,                0.55097,                 1.0839,                0.93392,                0.89982,                0.95005,                0.75573,                0.80531,                0.49295,                 1.1378,              0.0094456,              0.0094456,              0.0094456
                     30,                0.82398,                0.54646,                 1.0829,                0.93888,                 0.9154,                0.96048,                0.75996,                0.80537,                0.47832,                 1.1438,              0.0094258,              0.0094258,              0.0094258
                     31,                0.82651,                 0.5509,                 1.0794,                0.94161,                0.90776,                0.95177,                0.77196,                0.76811,                0.47044,                  1.121,               0.009406,               0.009406,               0.009406
                     32,                0.82886,                0.54587,                  1.085,                0.91814,                0.90361,                  0.946,                0.74845,                0.81039,                0.49832,                 1.1523,              0.0093862,              0.0093862,              0.0093862
                     33,                0.83282,                0.54718,                 1.0911,                0.94445,                0.93034,                0.96303,                0.76752,                0.78781,                0.46593,                 1.1412,              0.0093664,              0.0093664,              0.0093664
                     34,                0.82185,                0.54118,                 1.0775,                0.94016,                0.92101,                0.95677,                0.77207,                0.78161,                0.46624,                  1.121,              0.0093466,              0.0093466,              0.0093466
                     35,                0.81466,                0.54117,                 1.0707,                0.91049,                0.92415,                0.95516,                0.76746,                0.78903,                 0.4791,                 1.1265,              0.0093268,              0.0093268,              0.0093268
                     36,                0.80632,                0.51366,                  1.068,                0.96817,                0.90877,                0.95637,                0.76919,                0.79721,                0.44764,                 1.1367,               0.009307,               0.009307,               0.009307
                     37,                0.80893,                0.51374,                 1.0747,                0.92498,                  0.933,                0.95953,                0.76691,                0.78538,                0.44965,                 1.1262,              0.0092872,              0.0092872,              0.0092872
                     38,                0.80421,                0.51646,                 1.0691,                0.95009,                0.91406,                0.95967,                0.77689,                0.77446,                 0.4518,                 1.1338,              0.0092674,              0.0092674,              0.0092674
                     39,                0.80837,                0.51948,                 1.0692,                0.95326,                0.90891,                0.96174,                0.77726,                0.78752,                0.44976,                 1.1275,              0.0092476,              0.0092476,              0.0092476
                     40,                0.80264,                0.51671,                 1.0697,                0.95835,                0.92205,                0.96802,                0.77912,                0.78857,                0.43074,                 1.1179,              0.0092278,              0.0092278,              0.0092278
                     41,                0.79303,                0.52074,                 1.0643,                0.94183,                0.92419,                 0.9549,                0.76541,                0.78363,                0.44251,                 1.1144,               0.009208,               0.009208,               0.009208
                     42,                0.79917,                0.51167,                  1.066,                0.93955,                0.94379,                0.95754,                0.77646,                0.79211,                0.43849,                 1.1193,              0.0091882,              0.0091882,              0.0091882
                     43,                0.79708,                0.51608,                  1.065,                0.93472,                0.91684,                0.95468,                0.77159,                 0.7754,                0.43942,                 1.1228,              0.0091684,              0.0091684,              0.0091684
                     44,                0.79104,                0.50395,                 1.0635,                0.93106,                0.92971,                0.95391,                0.78066,                0.78393,                0.44299,                 1.1181,              0.0091486,              0.0091486,              0.0091486
                     45,                0.79025,                0.49731,                 1.0618,                0.95035,                0.93199,                0.96209,                0.77425,                0.78363,                0.42663,                 1.1301,              0.0091288,              0.0091288,              0.0091288
                     46,                0.78943,                0.49401,                 1.0596,                0.95908,                0.92497,                0.95767,                0.78713,                0.76203,                0.43131,                 1.0975,               0.009109,               0.009109,               0.009109
                     47,                 0.7879,                 0.4937,                  1.063,                0.93895,                0.91926,                 0.9538,                0.76401,                0.80174,                0.44959,                 1.1466,              0.0090892,              0.0090892,              0.0090892
                     48,                 0.7837,                0.49127,                 1.0591,                0.92316,                0.93689,                0.95502,                0.77266,                 0.7859,                0.42987,                  1.138,              0.0090694,              0.0090694,              0.0090694
                     49,                0.75895,                0.47931,                 1.0419,                0.94275,                0.91589,                 0.9577,                  0.768,                 0.7987,                0.45036,                 1.1445,              0.0090496,              0.0090496,              0.0090496
                     50,                0.77739,                0.49208,                 1.0502,                 0.9455,                0.93169,                0.95878,                0.79094,                0.76271,                0.41909,                 1.1132,              0.0090298,              0.0090298,              0.0090298
                     51,                0.78979,                0.48822,                 1.0646,                0.95353,                0.94096,                0.96054,                0.77975,                0.77423,                 0.4251,                 1.1052,                0.00901,                0.00901,                0.00901
                     52,                0.76238,                   0.48,                 1.0458,                0.94345,                0.93572,                0.95423,                0.78527,                0.77546,                0.41554,                 1.1141,              0.0089902,              0.0089902,              0.0089902
                     53,                0.77751,                 0.4781,                 1.0511,                0.93936,                0.94054,                0.96151,                0.78636,                0.77047,                0.40843,                 1.1108,              0.0089704,              0.0089704,              0.0089704
                     54,                0.75923,                0.48082,                 1.0451,                0.95518,                0.92917,                 0.9573,                0.77858,                 0.7808,                0.42395,                 1.1385,              0.0089506,              0.0089506,              0.0089506
                     55,                0.77094,                0.47226,                 1.0467,                0.94681,                0.93247,                0.96038,                0.78028,                0.78637,                0.41991,                 1.1127,              0.0089308,              0.0089308,              0.0089308
                     56,                0.76898,                0.47944,                 1.0505,                0.95279,                0.92545,                0.95587,                0.77927,                 0.7602,                0.41695,                 1.0983,               0.008911,               0.008911,               0.008911
                     57,                 0.7609,                0.47204,                 1.0451,                0.93788,                0.93827,                0.96016,                0.77773,                0.77022,                0.42589,                 1.1295,              0.0088912,              0.0088912,              0.0088912
                     58,                 0.7611,                 0.4679,                 1.0473,                0.95056,                0.93517,                0.96275,                0.78374,                 0.7822,                 0.4214,                 1.1284,              0.0088714,              0.0088714,              0.0088714
                     59,                0.76013,                0.46465,                 1.0458,                 0.9588,                0.93291,                0.96927,                0.78815,                0.76962,                0.40482,                 1.1156,              0.0088516,              0.0088516,              0.0088516
                     60,                0.75217,                0.46393,                 1.0379,                0.93437,                0.94566,                0.96902,                0.79154,                0.74272,                0.40333,                 1.0968,              0.0088318,              0.0088318,              0.0088318
                     61,                0.74879,                0.46228,                 1.0397,                0.94017,                0.92261,                0.95956,                0.79325,                0.75754,                 0.4146,                 1.1113,               0.008812,               0.008812,               0.008812
                     62,                0.75525,                0.45849,                 1.0456,                0.94646,                0.93512,                0.95752,                0.78549,                0.77259,                0.41223,                 1.1229,              0.0087922,              0.0087922,              0.0087922
                     63,                0.75793,                0.45899,                 1.0369,                0.95636,                0.91976,                0.95857,                0.79198,                0.75749,                0.39979,                 1.1074,              0.0087724,              0.0087724,              0.0087724
                     64,                0.75361,                0.46812,                 1.0401,                0.93971,                0.95402,                 0.9694,                0.78934,                0.75398,                0.40178,                 1.1083,              0.0087526,              0.0087526,              0.0087526
                     65,                0.74655,                 0.4572,                 1.0376,                0.95813,                0.93675,                0.96848,                0.79562,                0.75565,                0.40295,                 1.1088,              0.0087328,              0.0087328,              0.0087328
                     66,                0.74631,                0.45355,                 1.0365,                0.95529,                0.94266,                0.96612,                0.78659,                0.78025,                0.39722,                  1.117,               0.008713,               0.008713,               0.008713
                     67,                0.74728,                0.44569,                 1.0334,                0.95269,                0.94693,                 0.9641,                0.78516,                0.76335,                0.40811,                 1.1168,              0.0086932,              0.0086932,              0.0086932
                     68,                0.74607,                0.45411,                 1.0379,                0.94248,                 0.9556,                0.96687,                0.79412,                 0.7651,                0.39491,                 1.1076,              0.0086734,              0.0086734,              0.0086734
                     69,                0.74358,                0.45039,                 1.0356,                0.94781,                0.94318,                0.96688,                0.79367,                0.77301,                0.39355,                 1.1161,              0.0086536,              0.0086536,              0.0086536
                     70,                0.73339,                0.44774,                 1.0316,                0.95431,                0.92511,                0.96321,                0.79586,                0.76666,                 0.4106,                 1.1094,              0.0086338,              0.0086338,              0.0086338
                     71,                0.74328,                0.44529,                 1.0389,                0.96022,                0.91336,                0.95885,                0.79024,                0.75794,                0.40092,                 1.1156,               0.008614,               0.008614,               0.008614
                     72,                0.74183,                0.45152,                 1.0344,                0.95458,                 0.9284,                0.95735,                0.78195,                0.76913,                0.40236,                 1.1136,              0.0085942,              0.0085942,              0.0085942
                     73,                0.73884,                0.44391,                 1.0325,                0.94937,                0.93767,                0.96355,                0.78843,                0.76287,                0.38612,                 1.1156,              0.0085744,              0.0085744,              0.0085744
                     74,                0.73479,                0.45147,                 1.0309,                0.94022,                0.94569,                 0.9597,                0.79023,                0.76306,                0.39276,                 1.1151,              0.0085546,              0.0085546,              0.0085546
                     75,                0.71836,                0.44655,                 1.0254,                0.94263,                0.95191,                0.96458,                0.79198,                0.77426,                0.39065,                 1.1267,              0.0085348,              0.0085348,              0.0085348
                     76,                0.72014,                0.43137,                 1.0268,                0.96122,                0.93593,                0.96593,                0.79268,                0.76326,                0.38193,                  1.117,               0.008515,               0.008515,               0.008515
                     77,                0.73992,                0.44114,                 1.0339,                0.94025,                0.95336,                0.96068,                0.78382,                0.76742,                0.39265,                 1.1283,              0.0084952,              0.0084952,              0.0084952
                     78,                0.71845,                0.43033,                 1.0279,                0.95441,                0.94664,                 0.9637,                0.78907,                0.77273,                0.38721,                 1.1415,              0.0084754,              0.0084754,              0.0084754
                     79,                0.73673,                0.43464,                 1.0357,                0.95271,                0.94514,                0.96545,                0.79343,                0.76817,                0.38868,                 1.1162,              0.0084556,              0.0084556,              0.0084556
                     80,                0.72551,                0.44897,                 1.0229,                0.95054,                0.93848,                0.96222,                0.79697,                0.76877,                0.39356,                  1.124,              0.0084358,              0.0084358,              0.0084358
                     81,                0.72939,                0.43972,                 1.0297,                0.93863,                0.95169,                0.95764,                0.78547,                0.75565,                 0.3944,                 1.1124,               0.008416,               0.008416,               0.008416
                     82,                0.71914,                0.42656,                 1.0248,                0.94005,                0.95106,                0.96216,                0.80335,                0.74788,                0.38215,                 1.0976,              0.0083962,              0.0083962,              0.0083962
                     83,                0.71385,                0.42809,                 1.0277,                0.94139,                 0.9518,                0.96162,                0.78855,                0.76146,                0.38929,                 1.1201,              0.0083764,              0.0083764,              0.0083764
                     84,                0.71111,                0.42707,                  1.021,                0.95177,                0.94586,                0.96042,                 0.7915,                0.76786,                0.40064,                 1.1146,              0.0083566,              0.0083566,              0.0083566
                     85,                0.72062,                 0.4315,                 1.0225,                0.94242,                0.93634,                0.96199,                0.79231,                0.76683,                0.40502,                 1.1165,              0.0083368,              0.0083368,              0.0083368
                     86,                0.71293,                0.42879,                 1.0235,                0.94829,                0.93519,                0.96215,                0.78842,                0.77092,                0.38895,                 1.1282,               0.008317,               0.008317,               0.008317
                     87,                0.72383,                0.43546,                 1.0235,                0.94047,                0.94358,                0.96121,                0.79401,                0.74872,                0.39744,                 1.1088,              0.0082972,              0.0082972,              0.0082972
                     88,                 0.7163,                0.44028,                 1.0296,                0.94309,                0.95077,                0.96123,                0.79708,                0.75578,                0.39094,                 1.1096,              0.0082774,              0.0082774,              0.0082774
                     89,                0.70662,                0.44449,                 1.0115,                0.94514,                0.94574,                0.96183,                0.79871,                0.74695,                0.38994,                 1.1047,              0.0082576,              0.0082576,              0.0082576
                     90,                0.70847,                0.42372,                 1.0177,                0.94659,                0.94831,                0.96068,                0.80041,                 0.7496,                0.38454,                 1.1103,              0.0082378,              0.0082378,              0.0082378
                     91,                0.71192,                0.42393,                 1.0219,                0.96002,                0.93094,                0.96256,                 0.8028,                0.74634,                0.37206,                 1.1059,               0.008218,               0.008218,               0.008218
                     92,                0.70424,                0.42216,                 1.0156,                0.94683,                0.94888,                  0.969,                0.80704,                0.74057,                0.37076,                 1.1037,              0.0081982,              0.0081982,              0.0081982
                     93,                0.71263,                0.42529,                 1.0249,                0.93862,                   0.96,                0.96707,                0.79946,                0.74783,                0.37035,                 1.1036,              0.0081784,              0.0081784,              0.0081784
                     94,                0.71349,                0.43221,                  1.021,                0.94644,                0.95111,                0.96372,                0.79964,                0.75471,                0.36405,                 1.1146,              0.0081586,              0.0081586,              0.0081586
                     95,                 0.7077,                0.42269,                 1.0177,                0.95188,                0.94659,                0.96414,                0.79413,                0.76241,                0.37751,                 1.1213,              0.0081388,              0.0081388,              0.0081388
                     96,                0.69839,                0.41211,                 1.0142,                0.94923,                0.94415,                0.95923,                0.78976,                0.77164,                 0.3847,                 1.1278,               0.008119,               0.008119,               0.008119
                     97,                0.69894,                0.43446,                 1.0157,                 0.9482,                  0.948,                0.96238,                0.79441,                0.77085,                0.38617,                  1.128,              0.0080992,              0.0080992,              0.0080992
                     98,                0.71686,                0.42791,                 1.0261,                0.94274,                0.95246,                 0.9647,                0.79322,                0.76965,                0.37643,                 1.1261,              0.0080794,              0.0080794,              0.0080794
                     99,                0.70159,                0.41482,                 1.0226,                 0.9538,                0.94492,                0.96521,                0.80019,                0.75555,                0.37443,                 1.1197,              0.0080596,              0.0080596,              0.0080596
                    100,                 0.6995,                0.42516,                 1.0136,                0.95146,                 0.9485,                0.96208,                 0.7912,                0.75946,                0.38807,                 1.1246,              0.0080398,              0.0080398,              0.0080398
                    101,                 0.7005,                0.42147,                 1.0132,                0.95228,                0.93582,                0.96021,                0.79741,                 0.7651,                0.38002,                 1.1261,                0.00802,                0.00802,                0.00802
                    102,                 0.6932,                0.41691,                 1.0113,                0.95191,                0.94829,                0.96134,                0.79719,                0.76171,                0.37346,                 1.1339,              0.0080002,              0.0080002,              0.0080002
                    103,                0.69361,                0.41001,                 1.0112,                0.94878,                 0.9459,                0.96032,                0.79767,                0.75932,                0.37722,                 1.1288,              0.0079804,              0.0079804,              0.0079804
                    104,                0.69226,                0.41225,                 1.0037,                0.95702,                0.93551,                0.96419,                0.79693,                0.76249,                0.37448,                 1.1255,              0.0079606,              0.0079606,              0.0079606
                    105,                0.69578,                 0.4188,                 1.0175,                 0.9431,                0.94829,                0.96597,                0.80334,                 0.7487,                0.37736,                 1.1079,              0.0079408,              0.0079408,              0.0079408
                    106,                 0.6992,                0.41405,                 1.0182,                0.94882,                0.94216,                0.96278,                0.80179,                0.75229,                0.38015,                 1.1112,               0.007921,               0.007921,               0.007921
                    107,                0.69734,                0.41073,                 1.0131,                0.94354,                0.94716,                0.96301,                0.80129,                 0.7557,                0.37244,                 1.1113,              0.0079012,              0.0079012,              0.0079012
                    108,                 0.7006,                0.40807,                 1.0124,                 0.9392,                0.95967,                 0.9626,                0.80378,                0.76005,                0.37426,                 1.1197,              0.0078814,              0.0078814,              0.0078814
                    109,                0.69434,                0.40779,                 1.0109,                0.93089,                0.95315,                0.95702,                0.80187,                0.76084,                0.37198,                 1.1203,              0.0078616,              0.0078616,              0.0078616
                    110,                0.69838,                0.40898,                 1.0111,                0.93122,                0.95083,                0.96215,                0.80223,                0.76988,                0.36877,                 1.1283,              0.0078418,              0.0078418,              0.0078418
                    111,                0.69835,                0.41293,                 1.0159,                0.93038,                0.96043,                0.96334,                0.80549,                0.76043,                0.36703,                  1.121,               0.007822,               0.007822,               0.007822
                    112,                0.67865,                0.40428,                 1.0033,                0.95079,                0.94168,                0.95975,                0.80518,                0.75677,                0.35967,                 1.1253,              0.0078022,              0.0078022,              0.0078022
                    113,                0.68706,                0.40472,                 1.0029,                0.94594,                0.95318,                 0.9644,                0.80338,                 0.7561,                0.36508,                 1.1286,              0.0077824,              0.0077824,              0.0077824
                    114,                0.68591,                0.40647,                 1.0108,                0.94662,                0.95144,                 0.9648,                0.80563,                0.76142,                0.36814,                 1.1331,              0.0077626,              0.0077626,              0.0077626
                    115,                0.68952,                0.41054,                 1.0091,                0.93906,                0.95449,                0.96251,                0.79938,                0.76439,                0.36767,                  1.126,              0.0077428,              0.0077428,              0.0077428
                    116,                0.67882,                0.40343,                 1.0029,                0.95004,                0.94875,                0.96254,                0.79853,                0.75808,                0.36001,                 1.1256,               0.007723,               0.007723,               0.007723
                    117,                0.68523,                0.40481,                 1.0088,                0.95019,                 0.9434,                0.95924,                0.79931,                0.75525,                0.35894,                 1.1246,              0.0077032,              0.0077032,              0.0077032
                    118,                0.67873,                 0.4063,                 1.0073,                0.94236,                0.94879,                0.96009,                0.79963,                0.75584,                0.37187,                 1.1252,              0.0076834,              0.0076834,              0.0076834
                    119,                0.67917,                 0.4026,                 1.0032,                 0.9621,                0.94061,                0.96427,                0.80134,                 0.7521,                0.37287,                 1.1199,              0.0076636,              0.0076636,              0.0076636
                    120,                0.68745,                 0.4093,                 1.0084,                0.95937,                0.93467,                0.96252,                 0.8042,                0.74974,                 0.3687,                 1.1198,              0.0076438,              0.0076438,              0.0076438
                    121,                0.68084,                0.40127,                 1.0097,                0.95533,                 0.9329,                0.96053,                0.80457,                0.74434,                 0.3762,                 1.1226,               0.007624,               0.007624,               0.007624
                    122,                0.69492,                 0.4027,                 1.0144,                0.94684,                0.94658,                0.96206,                0.80306,                0.75027,                 0.3764,                 1.1198,              0.0076042,              0.0076042,              0.0076042
                    123,                0.68486,                0.41646,                 1.0101,                0.94345,                0.95316,                0.96207,                0.80707,                  0.752,                  0.374,                 1.1194,              0.0075844,              0.0075844,              0.0075844
                    124,                0.67924,                0.39962,                 1.0069,                0.96154,                0.93031,                0.96451,                0.80606,                 0.7545,                0.37294,                 1.1198,              0.0075646,              0.0075646,              0.0075646
                    125,                0.67562,                0.39995,                 1.0023,                 0.9622,                0.93219,                0.96199,                0.80329,                0.75747,                0.36512,                 1.1276,              0.0075448,              0.0075448,              0.0075448
                    126,                0.68138,                0.41651,                 1.0077,                 0.9408,                0.95544,                0.96034,                0.80148,                0.75229,                0.36585,                 1.1237,               0.007525,               0.007525,               0.007525
                    127,                0.67292,                0.39362,                 1.0054,                0.93645,                0.95391,                0.95884,                0.80271,                0.74912,                0.36763,                  1.115,              0.0075052,              0.0075052,              0.0075052
                    128,                0.66641,                0.39027,                 1.0023,                0.94089,                0.95502,                0.95875,                0.79993,                0.75272,                0.36849,                 1.1225,              0.0074854,              0.0074854,              0.0074854
                    129,                0.68145,                0.39961,                 1.0048,                0.95363,                 0.9396,                0.95986,                0.80122,                0.75332,                 0.3712,                 1.1255,              0.0074656,              0.0074656,              0.0074656
                    130,                 0.6702,                0.39253,                 1.0076,                0.95105,                0.93893,                0.96228,                0.80531,                 0.7516,                0.37177,                 1.1228,              0.0074458,              0.0074458,              0.0074458
                    131,                0.66814,                0.39643,                0.99886,                0.94692,                0.94501,                0.96233,                0.80107,                0.75481,                0.37251,                 1.1254,               0.007426,               0.007426,               0.007426
                    132,                0.67428,                0.39142,                 1.0017,                0.95514,                0.93963,                0.96342,                0.80318,                0.74984,                0.36917,                 1.1229,              0.0074062,              0.0074062,              0.0074062
                    133,                0.66077,                0.38792,                0.99212,                0.94783,                 0.9444,                0.96378,                 0.8033,                0.75499,                0.36784,                 1.1267,              0.0073864,              0.0073864,              0.0073864
                    134,                0.67744,                0.39739,                  1.002,                0.94516,                 0.9473,                0.96393,                0.80217,                0.75139,                0.36981,                 1.1244,              0.0073666,              0.0073666,              0.0073666
                    135,                0.66884,                0.40649,                0.99956,                0.94674,                0.94389,                0.96094,                0.80061,                0.75271,                0.37028,                 1.1251,              0.0073468,              0.0073468,              0.0073468
                    136,                0.66795,                0.39139,                      1,                0.95489,                0.94129,                0.96242,                0.80007,                0.74702,                0.36838,                 1.1252,               0.007327,               0.007327,               0.007327
                    137,                  0.673,                0.39204,                0.99366,                0.94144,                0.95308,                 0.9614,                0.80426,                 0.7508,                0.36367,                 1.1257,              0.0073072,              0.0073072,              0.0073072
                    138,                0.67048,                0.39143,                 0.9958,                0.95082,                0.94432,                 0.9613,                0.80336,                0.75081,                0.36164,                 1.1248,              0.0072874,              0.0072874,              0.0072874
                    139,                0.66102,                0.38677,                0.99377,                0.95536,                0.94121,                0.96124,                0.80205,                0.75372,                0.36232,                  1.129,              0.0072676,              0.0072676,              0.0072676
                    140,                0.67016,                0.38491,                 1.0074,                0.96123,                0.93581,                0.96017,                0.80019,                0.76318,                0.36079,                 1.1368,              0.0072478,              0.0072478,              0.0072478
                    141,                0.66916,                0.38725,                 1.0001,                0.95557,                0.93628,                0.96104,                0.80095,                  0.766,                0.36091,                 1.1347,               0.007228,               0.007228,               0.007228
                    142,                0.66334,                 0.3849,                  1.002,                0.95655,                 0.9347,                0.96027,                0.80085,                0.76389,                0.35959,                  1.135,              0.0072082,              0.0072082,              0.0072082
                    143,                0.66321,                0.38742,                0.99845,                0.95458,                 0.9393,                0.95997,                0.79894,                0.76223,                0.35902,                 1.1339,              0.0071884,              0.0071884,              0.0071884
                    144,                0.67183,                0.38721,                0.99821,                0.95435,                0.94342,                0.96234,                0.80112,                  0.758,                0.35994,                  1.131,              0.0071686,              0.0071686,              0.0071686
                    145,                0.66095,                0.38824,                 0.9936,                0.95415,                0.93981,                0.96213,                 0.8011,                0.75832,                 0.3555,                 1.1314,              0.0071488,              0.0071488,              0.0071488
                    146,                0.66011,                0.38593,                0.99702,                0.95306,                0.94129,                0.96232,                0.80158,                0.76132,                0.35422,                  1.135,               0.007129,               0.007129,               0.007129
                    147,                0.66795,                0.38857,                0.99494,                 0.9575,                0.93885,                0.96085,                 0.8026,                0.76125,                0.35501,                 1.1307,              0.0071092,              0.0071092,              0.0071092
                    148,                0.65694,                0.38358,                0.99593,                0.95817,                0.93773,                 0.9599,                0.80026,                0.76046,                0.35373,                 1.1296,              0.0070894,              0.0070894,              0.0070894
                    149,                0.66259,                0.38322,                0.99819,                0.96505,                0.93233,                0.96251,                0.80163,                0.76062,                0.35624,                 1.1311,              0.0070696,              0.0070696,              0.0070696
                    150,                0.65204,                0.38288,                0.98989,                0.95184,                0.93971,                 0.9596,                0.80137,                0.76273,                0.35297,                 1.1323,              0.0070498,              0.0070498,              0.0070498
                    151,                 0.6607,                0.38481,                0.99704,                0.95592,                0.94428,                0.96093,                0.79975,                0.76791,                0.35393,                  1.139,                0.00703,                0.00703,                0.00703
                    152,                0.65713,                0.38889,                0.99612,                0.95444,                0.94221,                0.96057,                0.80163,                0.76649,                0.35097,                   1.14,              0.0070102,              0.0070102,              0.0070102
                    153,                0.65748,                0.38465,                0.99622,                0.95535,                0.94317,                0.95985,                  0.801,                0.76461,                0.35421,                 1.1377,              0.0069904,              0.0069904,              0.0069904
                    154,                0.65112,                0.37835,                 0.9901,                0.95507,                0.94211,                 0.9602,                 0.8039,                0.76511,                0.35415,                 1.1374,              0.0069706,              0.0069706,              0.0069706
                    155,                0.65214,                0.38633,                0.99055,                0.95677,                0.94663,                0.96258,                0.80466,                0.76546,                0.35905,                 1.1403,              0.0069508,              0.0069508,              0.0069508
                    156,                0.64901,                0.38289,                0.99354,                0.95515,                0.94772,                0.96249,                0.80384,                0.76482,                0.35832,                 1.1368,               0.006931,               0.006931,               0.006931
                    157,                0.65248,                0.37531,                0.99642,                0.95542,                0.94706,                0.96113,                 0.8041,                0.76623,                0.35757,                 1.1375,              0.0069112,              0.0069112,              0.0069112
