epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1267.75,0.78446,0.47781,1.11939,0.93198,0.88643,0.95613,0.7296,0.87368,0.5733,1.2581,0.00111193,0.00111193,0.00111193
29,1315.68,0.75954,0.4661,1.11684,0.83073,0.85742,0.8706,0.656,0.89257,0.72195,1.28331,0.00110682,0.00110682,0.00110682
30,1362.63,0.75465,0.45456,1.10724,0.87913,0.90333,0.92452,0.70111,0.86993,0.63363,1.25575,0.0011017,0.0011017,0.0011017
31,1406.35,0.76052,0.46125,1.11861,0.92234,0.92528,0.93812,0.71752,0.83431,0.57842,1.23077,0.00109659,0.00109659,0.00109659
32,1446.26,0.77268,0.46656,1.10789,0.88635,0.88304,0.9342,0.70549,0.861,0.59632,1.24087,0.00109148,0.00109148,0.00109148
33,1493.02,0.74806,0.44918,1.10591,0.91585,0.90559,0.94296,0.7163,0.84977,0.55432,1.245,0.00108636,0.00108636,0.00108636
34,1535.69,0.74824,0.45218,1.10662,0.91242,0.93916,0.9592,0.74868,0.82121,0.51141,1.21686,0.00108125,0.00108125,0.00108125
35,1582,0.74605,0.44624,1.10382,0.89891,0.90015,0.92704,0.71559,0.85277,0.58238,1.21625,0.00107614,0.00107614,0.00107614
36,1624.6,0.7408,0.43801,1.10732,0.90039,0.89195,0.91832,0.70658,0.85488,0.61415,1.25837,0.00107102,0.00107102,0.00107102
37,1669.7,0.75328,0.45321,1.10777,0.91688,0.92477,0.93746,0.72972,0.8348,0.58672,1.19029,0.00106591,0.00106591,0.00106591
38,1713.38,0.75008,0.44688,1.11579,0.91162,0.91743,0.94522,0.72343,0.83976,0.54833,1.23218,0.0010608,0.0010608,0.0010608
39,1754.35,0.7493,0.43338,1.09969,0.92894,0.91276,0.9449,0.74571,0.81243,0.52532,1.20585,0.00105568,0.00105568,0.00105568
40,1797.93,0.73354,0.43363,1.0924,0.91469,0.90708,0.93708,0.73305,0.80081,0.60531,1.17943,0.00105057,0.00105057,0.00105057
41,1842.13,0.74521,0.43558,1.10498,0.88963,0.92407,0.92885,0.71137,0.8582,0.64638,1.23471,0.00104545,0.00104545,0.00104545
42,1886.41,0.73367,0.42194,1.0956,0.9078,0.91481,0.9403,0.71933,0.81353,0.5297,1.20547,0.00104034,0.00104034,0.00104034
43,1926.94,0.70827,0.4257,1.07625,0.88702,0.8718,0.91086,0.69149,0.83947,0.69266,1.24,0.00103523,0.00103523,0.00103523
44,1973.39,0.70646,0.41181,1.08722,0.90791,0.89559,0.95271,0.75221,0.78473,0.56081,1.1824,0.00103011,0.00103011,0.00103011
45,2023.43,0.71315,0.42239,1.08596,0.90551,0.8729,0.93408,0.73011,0.81281,0.63965,1.21851,0.001025,0.001025,0.001025
46,2061.21,0.70831,0.41906,1.07824,0.89996,0.94969,0.94769,0.72982,0.87998,0.55348,1.26037,0.00101989,0.00101989,0.00101989
47,2104.86,0.71591,0.40798,1.07963,0.93188,0.92655,0.95182,0.75287,0.82008,0.52227,1.21185,0.00101477,0.00101477,0.00101477
48,2153.4,0.70065,0.40883,1.07928,0.92188,0.90579,0.94693,0.7389,0.83655,0.5554,1.21857,0.00100966,0.00100966,0.00100966
49,2199.14,0.71951,0.42065,1.08506,0.92505,0.93498,0.95231,0.755,0.78039,0.49999,1.17258,0.00100455,0.00100455,0.00100455
50,2247.27,0.74177,0.4236,1.08438,0.91636,0.92794,0.95211,0.74762,0.80039,0.49451,1.21008,0.000999432,0.000999432,0.000999432
51,2289.31,0.69615,0.39428,1.07539,0.94882,0.92279,0.95791,0.74998,0.80043,0.4707,1.20259,0.000994318,0.000994318,0.000994318
52,2336.08,0.69728,0.39615,1.07011,0.92852,0.93389,0.94898,0.75121,0.81354,0.51249,1.21849,0.000989205,0.000989205,0.000989205
53,2378.04,0.70523,0.40136,1.08718,0.89875,0.94483,0.94713,0.74907,0.79627,0.52083,1.19617,0.000984091,0.000984091,0.000984091
54,2417.18,0.69353,0.39588,1.06525,0.94937,0.93058,0.97267,0.78167,0.79441,0.48127,1.20169,0.000978977,0.000978977,0.000978977
55,2465.24,0.70701,0.40688,1.08162,0.92455,0.94328,0.95039,0.74538,0.80392,0.50571,1.19327,0.000973864,0.000973864,0.000973864
56,2509.41,0.69092,0.40768,1.07097,0.90534,0.93856,0.95658,0.74992,0.79841,0.50957,1.19473,0.00096875,0.00096875,0.00096875
57,2553.79,0.67573,0.39094,1.07098,0.90038,0.9542,0.95107,0.73755,0.80812,0.50339,1.21875,0.000963636,0.000963636,0.000963636
58,2595.91,0.70125,0.40184,1.07878,0.95339,0.92617,0.95777,0.7529,0.80705,0.48626,1.21491,0.000958523,0.000958523,0.000958523
59,2638.71,0.69002,0.38931,1.07012,0.92307,0.9241,0.9462,0.7446,0.78007,0.49778,1.18464,0.000953409,0.000953409,0.000953409
60,2685.12,0.67491,0.38203,1.062,0.91096,0.92934,0.95245,0.7456,0.80201,0.52858,1.20582,0.000948295,0.000948295,0.000948295
61,2729.72,0.69148,0.38794,1.0722,0.92234,0.9385,0.95798,0.77092,0.78511,0.49512,1.18656,0.000943182,0.000943182,0.000943182
62,2768.7,0.66708,0.38496,1.06213,0.94508,0.91298,0.95283,0.73966,0.80545,0.497,1.20571,0.000938068,0.000938068,0.000938068
63,2815.33,0.67588,0.39593,1.06993,0.9413,0.94726,0.96665,0.7646,0.77957,0.46737,1.19424,0.000932955,0.000932955,0.000932955
64,2861.04,0.67249,0.38678,1.06229,0.919,0.93222,0.95046,0.76006,0.78774,0.50338,1.18806,0.000927841,0.000927841,0.000927841
65,2900.63,0.67584,0.38242,1.06509,0.94017,0.9497,0.96402,0.76942,0.78877,0.4442,1.18215,0.000922727,0.000922727,0.000922727
66,2944.12,0.66795,0.37748,1.05536,0.95339,0.928,0.96125,0.74516,0.81868,0.47039,1.2244,0.000917614,0.000917614,0.000917614
67,2986.93,0.67586,0.37863,1.07036,0.92396,0.94198,0.94518,0.73504,0.79,0.49991,1.21734,0.0009125,0.0009125,0.0009125
68,3032.44,0.68277,0.38177,1.0696,0.92534,0.91956,0.95575,0.74858,0.7687,0.46738,1.17273,0.000907386,0.000907386,0.000907386
69,3075.34,0.68002,0.38926,1.0653,0.89472,0.93853,0.9444,0.73371,0.80775,0.53252,1.23368,0.000902273,0.000902273,0.000902273
70,3119.54,0.66859,0.38367,1.06309,0.92073,0.95383,0.95881,0.75101,0.78926,0.48261,1.19993,0.000897159,0.000897159,0.000897159
71,3167.12,0.66363,0.38386,1.05797,0.93317,0.92304,0.95055,0.75359,0.78524,0.49702,1.21759,0.000892045,0.000892045,0.000892045
72,3209.55,0.662,0.38316,1.05405,0.91172,0.93663,0.95537,0.75607,0.80812,0.52027,1.19908,0.000886932,0.000886932,0.000886932
73,3250.57,0.67811,0.39342,1.06953,0.93803,0.92541,0.95907,0.74081,0.79881,0.47948,1.20769,0.000881818,0.000881818,0.000881818
74,3295.48,0.65403,0.37427,1.05182,0.94152,0.92976,0.9549,0.74997,0.79111,0.48456,1.22143,0.000876705,0.000876705,0.000876705
75,3340.48,0.66459,0.37256,1.06208,0.93819,0.94483,0.95397,0.75742,0.79241,0.48598,1.2154,0.000871591,0.000871591,0.000871591
76,3380.51,0.65569,0.37204,1.05658,0.94383,0.91501,0.94513,0.74001,0.8218,0.52302,1.21555,0.000866477,0.000866477,0.000866477
77,3424.5,0.64799,0.36469,1.04518,0.92993,0.9317,0.96076,0.76733,0.78255,0.47874,1.1946,0.000861364,0.000861364,0.000861364
78,3468.38,0.64887,0.36756,1.05936,0.94365,0.89573,0.9545,0.74394,0.80323,0.48772,1.21887,0.00085625,0.00085625,0.00085625
79,3510.75,0.64166,0.36006,1.04236,0.93204,0.92947,0.93092,0.72803,0.81157,0.55502,1.22994,0.000851136,0.000851136,0.000851136
80,3551.95,0.63617,0.35359,1.05404,0.93953,0.92387,0.95798,0.75368,0.82035,0.48876,1.22335,0.000846023,0.000846023,0.000846023
81,3595.36,0.6664,0.37071,1.06273,0.91124,0.93712,0.93581,0.7495,0.79756,0.50891,1.19941,0.000840909,0.000840909,0.000840909
82,3638.25,0.65339,0.36285,1.04916,0.94829,0.93651,0.95308,0.76107,0.80718,0.46059,1.21887,0.000835795,0.000835795,0.000835795
83,3680.33,0.6539,0.36905,1.0577,0.92431,0.94286,0.95742,0.76522,0.78468,0.47985,1.19273,0.000830682,0.000830682,0.000830682
84,3722,0.64053,0.35278,1.04268,0.92133,0.94516,0.9526,0.7437,0.8082,0.49116,1.20927,0.000825568,0.000825568,0.000825568
85,3769.34,0.64363,0.36196,1.05851,0.92995,0.94566,0.95177,0.74636,0.80056,0.47869,1.22045,0.000820455,0.000820455,0.000820455
86,3813.92,0.63898,0.35931,1.04571,0.92502,0.9411,0.95189,0.76143,0.78087,0.48185,1.19506,0.000815341,0.000815341,0.000815341
87,3850.21,0.61836,0.33953,1.03864,0.94126,0.92826,0.95651,0.76128,0.773,0.48491,1.20026,0.000810227,0.000810227,0.000810227
88,3895.28,0.63982,0.35709,1.05628,0.90267,0.96325,0.96186,0.76486,0.78142,0.4688,1.19408,0.000805114,0.000805114,0.000805114
89,3940.16,0.64161,0.35251,1.05615,0.9171,0.94812,0.96289,0.76257,0.79015,0.48134,1.19447,0.0008,0.0008,0.0008
90,3980.8,0.62332,0.34608,1.04556,0.9246,0.93191,0.94157,0.7416,0.79703,0.53412,1.20217,0.000794886,0.000794886,0.000794886
91,4023.41,0.64508,0.35726,1.05135,0.89456,0.95283,0.94803,0.74035,0.79671,0.49678,1.19196,0.000789773,0.000789773,0.000789773
92,4069.33,0.64299,0.35127,1.05533,0.91573,0.94902,0.95604,0.7508,0.8029,0.50156,1.20624,0.000784659,0.000784659,0.000784659
93,4115.87,0.63164,0.36021,1.04336,0.93404,0.92814,0.95868,0.74926,0.81211,0.47264,1.22371,0.000779545,0.000779545,0.000779545
94,4156.57,0.62805,0.35322,1.04251,0.90144,0.95659,0.95115,0.75575,0.77633,0.4811,1.2149,0.000774432,0.000774432,0.000774432
95,4200.5,0.62081,0.36234,1.03623,0.91201,0.94239,0.95233,0.76467,0.77903,0.5045,1.17178,0.000769318,0.000769318,0.000769318
96,4247.87,0.63046,0.35102,1.03704,0.89633,0.93778,0.94447,0.75602,0.77144,0.51054,1.18248,0.000764205,0.000764205,0.000764205
97,4291.78,0.629,0.34986,1.04,0.92511,0.93731,0.94607,0.74644,0.78783,0.51215,1.20162,0.000759091,0.000759091,0.000759091
98,4331.01,0.62627,0.35664,1.04535,0.92084,0.92947,0.95373,0.75495,0.81735,0.52117,1.21554,0.000753977,0.000753977,0.000753977
99,4376.25,0.62784,0.34993,1.04047,0.92934,0.92847,0.95387,0.76929,0.7841,0.49593,1.21321,0.000748864,0.000748864,0.000748864
100,4422.73,0.60855,0.34215,1.0433,0.94147,0.90252,0.93576,0.72924,0.79965,0.52868,1.22344,0.00074375,0.00074375,0.00074375
101,4462.77,0.61407,0.34469,1.04347,0.92435,0.95136,0.95114,0.75952,0.78879,0.47937,1.21975,0.000738636,0.000738636,0.000738636
102,4506.08,0.613,0.34741,1.04665,0.90691,0.96217,0.95181,0.75931,0.78238,0.47443,1.20072,0.000733523,0.000733523,0.000733523
103,4550.99,0.60447,0.33868,1.03284,0.92314,0.94853,0.95134,0.74891,0.79934,0.46526,1.20894,0.000728409,0.000728409,0.000728409
104,4595,0.60147,0.34265,1.03051,0.9119,0.95529,0.9424,0.75253,0.78612,0.45413,1.19742,0.000723295,0.000723295,0.000723295
105,4637.84,0.59907,0.34937,1.02667,0.92656,0.93653,0.9576,0.75762,0.78489,0.46883,1.2059,0.000718182,0.000718182,0.000718182
106,4681.37,0.5899,0.34116,1.02797,0.88578,0.96792,0.95266,0.7599,0.78853,0.46675,1.20462,0.000713068,0.000713068,0.000713068
107,4728.3,0.60491,0.34721,1.03592,0.93053,0.89907,0.94203,0.74595,0.78675,0.49976,1.21019,0.000707955,0.000707955,0.000707955
108,4774.09,0.60656,0.34261,1.03629,0.92442,0.94835,0.94751,0.75776,0.78887,0.47499,1.2178,0.000702841,0.000702841,0.000702841
109,4816.45,0.60945,0.34532,1.03715,0.9225,0.93777,0.95548,0.75974,0.78803,0.49336,1.20863,0.000697727,0.000697727,0.000697727
110,4861.42,0.60176,0.34432,1.02884,0.93853,0.93481,0.95009,0.74035,0.81274,0.48439,1.22738,0.000692614,0.000692614,0.000692614
111,4908.55,0.61216,0.34456,1.03914,0.92341,0.95168,0.9486,0.75619,0.7947,0.48441,1.21559,0.0006875,0.0006875,0.0006875
112,4952.64,0.59101,0.3307,1.02717,0.91542,0.9668,0.95511,0.75703,0.79095,0.46946,1.21372,0.000682386,0.000682386,0.000682386
113,4995.36,0.60862,0.33581,1.03412,0.91936,0.94052,0.94966,0.75631,0.76963,0.47617,1.21223,0.000677273,0.000677273,0.000677273
114,5036.79,0.592,0.34176,1.03384,0.91886,0.94628,0.95837,0.76502,0.76964,0.45657,1.19693,0.000672159,0.000672159,0.000672159
115,5081.78,0.59668,0.3352,1.02843,0.93338,0.96002,0.9586,0.76987,0.76815,0.4311,1.19337,0.000667045,0.000667045,0.000667045
116,5125.8,0.60102,0.33158,1.03654,0.92931,0.94911,0.95212,0.75235,0.78759,0.45921,1.21563,0.000661932,0.000661932,0.000661932
117,5165.6,0.59171,0.33138,1.02513,0.93885,0.93331,0.9521,0.75481,0.793,0.47379,1.21247,0.000656818,0.000656818,0.000656818
118,5213.92,0.58817,0.34033,1.02365,0.91525,0.95227,0.95953,0.76309,0.78837,0.46091,1.21894,0.000651705,0.000651705,0.000651705
119,5259.93,0.5756,0.31935,1.0272,0.9239,0.95435,0.9685,0.76754,0.79812,0.4344,1.22251,0.000646591,0.000646591,0.000646591
120,5299.71,0.58312,0.32707,1.0239,0.92616,0.9606,0.96606,0.75871,0.79358,0.4379,1.22268,0.000641477,0.000641477,0.000641477
121,5341.13,0.59403,0.3221,1.02999,0.92631,0.95804,0.95691,0.75795,0.78585,0.43363,1.21922,0.000636364,0.000636364,0.000636364
122,5387.15,0.59331,0.32503,1.02365,0.92214,0.92997,0.95648,0.75767,0.7908,0.46867,1.22207,0.00063125,0.00063125,0.00063125
123,5433.3,0.58425,0.32348,1.02547,0.91216,0.94155,0.95477,0.75451,0.79494,0.47459,1.23687,0.000626136,0.000626136,0.000626136
124,5474.2,0.57712,0.33138,1.02853,0.92612,0.92996,0.94941,0.73864,0.79062,0.51888,1.22554,0.000621023,0.000621023,0.000621023
125,5518.62,0.5801,0.32242,1.02891,0.92977,0.95744,0.95537,0.7487,0.78656,0.44371,1.20962,0.000615909,0.000615909,0.000615909
126,5565.29,0.58702,0.31947,1.02198,0.92896,0.93811,0.95352,0.75638,0.79732,0.47245,1.21366,0.000610795,0.000610795,0.000610795
127,5604.85,0.57767,0.32344,1.01957,0.93548,0.94714,0.95213,0.75732,0.78162,0.46521,1.19968,0.000605682,0.000605682,0.000605682
128,5642.89,0.58378,0.32477,1.02871,0.94904,0.93501,0.95632,0.76365,0.78122,0.45012,1.19771,0.000600568,0.000600568,0.000600568
129,5691.06,0.57245,0.32302,1.01906,0.93913,0.94402,0.95731,0.77187,0.79322,0.4491,1.21675,0.000595455,0.000595455,0.000595455
130,5735.34,0.56534,0.31832,1.01835,0.91414,0.94522,0.95735,0.76207,0.78699,0.46593,1.20454,0.000590341,0.000590341,0.000590341
131,5776.26,0.57187,0.33465,1.02402,0.92574,0.95304,0.95882,0.76089,0.78908,0.42611,1.2076,0.000585227,0.000585227,0.000585227
132,5819.84,0.56241,0.3122,1.01711,0.91812,0.96568,0.96498,0.77077,0.78232,0.43276,1.20611,0.000580114,0.000580114,0.000580114
133,5866.75,0.57902,0.32679,1.0248,0.92156,0.9673,0.95982,0.75691,0.79873,0.444,1.22451,0.000575,0.000575,0.000575
134,5911.21,0.56737,0.3153,1.0161,0.9253,0.94625,0.95502,0.75272,0.80256,0.46681,1.23329,0.000569886,0.000569886,0.000569886
135,5953.32,0.56456,0.30753,1.01539,0.91389,0.96327,0.95563,0.75715,0.78187,0.43001,1.21458,0.000564773,0.000564773,0.000564773
136,5997.12,0.57708,0.33076,1.0206,0.92432,0.95389,0.95531,0.76112,0.78087,0.44759,1.205,0.000559659,0.000559659,0.000559659
137,6045.23,0.53996,0.31429,1.00774,0.93395,0.94287,0.96102,0.75328,0.80769,0.45575,1.24423,0.000554545,0.000554545,0.000554545
138,6087.33,0.56406,0.3166,1.01254,0.92347,0.95207,0.95072,0.75696,0.78178,0.48052,1.22131,0.000549432,0.000549432,0.000549432
139,6129,0.5743,0.32356,1.02325,0.92897,0.94454,0.94964,0.7554,0.78866,0.46614,1.21241,0.000544318,0.000544318,0.000544318
140,6174.14,0.56459,0.31213,1.00972,0.92211,0.95513,0.95293,0.7561,0.77901,0.45229,1.21891,0.000539205,0.000539205,0.000539205
141,6220.91,0.56218,0.3107,1.00942,0.89803,0.95254,0.9479,0.75103,0.78654,0.47381,1.22498,0.000534091,0.000534091,0.000534091
142,6262.06,0.55139,0.31739,1.01766,0.92441,0.95625,0.95531,0.75749,0.78567,0.45904,1.24273,0.000528977,0.000528977,0.000528977
143,6305.5,0.56932,0.31695,1.02251,0.92656,0.94007,0.95812,0.75629,0.79848,0.44214,1.24297,0.000523864,0.000523864,0.000523864
144,6351.11,0.55363,0.30931,1.01289,0.93076,0.94569,0.95557,0.76219,0.78555,0.44988,1.23757,0.00051875,0.00051875,0.00051875
145,6396.58,0.56017,0.30654,1.01827,0.91622,0.96501,0.95586,0.75977,0.78716,0.46007,1.22503,0.000513636,0.000513636,0.000513636
146,6438,0.55338,0.31325,1.01304,0.90962,0.96198,0.95507,0.76122,0.76889,0.44962,1.21328,0.000508523,0.000508523,0.000508523
147,6480.65,0.55984,0.31793,1.01796,0.94383,0.95023,0.95825,0.76195,0.7807,0.44661,1.22699,0.000503409,0.000503409,0.000503409
148,6526.73,0.55093,0.3125,1.0125,0.91476,0.95407,0.9536,0.75553,0.79847,0.47392,1.2521,0.000498295,0.000498295,0.000498295
149,6572.5,0.5514,0.30778,1.01702,0.93069,0.94243,0.95355,0.76307,0.78091,0.45972,1.2269,0.000493182,0.000493182,0.000493182
150,6614.28,0.54285,0.30483,1.00796,0.93185,0.95318,0.95642,0.76443,0.78721,0.44575,1.22701,0.000488068,0.000488068,0.000488068
151,6659.57,0.56305,0.31196,1.01553,0.93635,0.93184,0.95267,0.75762,0.78205,0.45979,1.23124,0.000482955,0.000482955,0.000482955
152,6703.54,0.54782,0.32746,1.00698,0.95099,0.94533,0.96,0.76515,0.77637,0.45521,1.22854,0.000477841,0.000477841,0.000477841
153,6746.14,0.54115,0.2994,1.00119,0.95242,0.95519,0.96283,0.76522,0.7822,0.41385,1.2226,0.000472727,0.000472727,0.000472727
154,6789.04,0.55729,0.30436,1.02007,0.92873,0.94365,0.96251,0.76385,0.78462,0.45019,1.21535,0.000467614,0.000467614,0.000467614
