epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,22993.6,0.60875,0.35449,0.97114,0.95097,0.94187,0.97028,0.81001,0.75624,0.34975,1.12324,0.0064558,0.0064558,0.0064558
181,23106.7,0.62088,0.34723,0.97079,0.95103,0.94207,0.97031,0.81099,0.7558,0.34777,1.12391,0.006436,0.006436,0.006436
182,23216.6,0.60601,0.33789,0.96945,0.9511,0.94179,0.97036,0.80969,0.75648,0.34895,1.12415,0.0064162,0.0064162,0.0064162
183,23324.6,0.61496,0.34646,0.97427,0.95163,0.94183,0.97044,0.81173,0.75546,0.35171,1.12404,0.0063964,0.0063964,0.0063964
184,23434.6,0.61126,0.34696,0.97733,0.95206,0.9418,0.97055,0.81045,0.75385,0.35142,1.12342,0.0063766,0.0063766,0.0063766
185,23547.1,0.61265,0.35015,0.96974,0.95198,0.94121,0.96978,0.81097,0.75357,0.35151,1.12318,0.0063568,0.0063568,0.0063568
186,23660.5,0.60091,0.34087,0.97194,0.95271,0.93983,0.97012,0.81119,0.75341,0.35162,1.12212,0.006337,0.006337,0.006337
187,23771.8,0.61407,0.3501,0.97332,0.95688,0.93976,0.97003,0.81129,0.75301,0.35092,1.12163,0.0063172,0.0063172,0.0063172
188,23883,0.60633,0.34657,0.96942,0.95643,0.94031,0.96917,0.81084,0.75288,0.35249,1.12217,0.0062974,0.0062974,0.0062974
189,23997,0.60874,0.34374,0.97465,0.95657,0.94006,0.96844,0.80895,0.75277,0.35173,1.12209,0.0062776,0.0062776,0.0062776
190,24109.9,0.60515,0.34606,0.97005,0.95683,0.93952,0.96896,0.80854,0.75195,0.35283,1.12175,0.0062578,0.0062578,0.0062578
191,24224.5,0.6081,0.34709,0.98195,0.95691,0.93836,0.96881,0.81177,0.75067,0.35311,1.12236,0.006238,0.006238,0.006238
192,24337.8,0.60324,0.35727,0.97022,0.95566,0.93866,0.96866,0.81147,0.74966,0.35425,1.12215,0.0062182,0.0062182,0.0062182
193,24449.7,0.61899,0.35118,0.97576,0.95368,0.94119,0.9684,0.81123,0.75051,0.35325,1.1226,0.0061984,0.0061984,0.0061984
194,24558.6,0.60743,0.33849,0.97236,0.95398,0.94137,0.96745,0.81096,0.75077,0.35171,1.12305,0.0061786,0.0061786,0.0061786
195,24672.7,0.604,0.34143,0.97265,0.94042,0.95676,0.96668,0.80923,0.75049,0.35136,1.12313,0.0061588,0.0061588,0.0061588
196,24782.9,0.61083,0.34518,0.9765,0.94044,0.95703,0.96691,0.80932,0.75076,0.35052,1.12387,0.006139,0.006139,0.006139
197,24894.1,0.60633,0.34721,0.97291,0.9403,0.95728,0.96695,0.80949,0.75388,0.35043,1.12845,0.0061192,0.0061192,0.0061192
198,25003.9,0.59829,0.33448,0.96471,0.93994,0.95751,0.96723,0.80859,0.75054,0.35059,1.12418,0.0060994,0.0060994,0.0060994
199,25113.9,0.5935,0.33903,0.96613,0.95223,0.9435,0.96716,0.81107,0.75378,0.34908,1.12922,0.0060796,0.0060796,0.0060796
200,25225.8,0.6011,0.34464,0.96715,0.95103,0.94413,0.96722,0.80989,0.75162,0.35023,1.12702,0.0060598,0.0060598,0.0060598
201,25338.7,0.60475,0.33923,0.96881,0.94991,0.94458,0.96741,0.81071,0.75337,0.34897,1.12859,0.00604,0.00604,0.00604
202,25453.6,0.60265,0.34152,0.96824,0.9509,0.94426,0.96716,0.80918,0.75242,0.34992,1.12691,0.0060202,0.0060202,0.0060202
203,25566.7,0.60467,0.34403,0.96302,0.95201,0.9424,0.96658,0.80772,0.75381,0.35102,1.12766,0.0060004,0.0060004,0.0060004
204,25679.5,0.59802,0.3408,0.96364,0.95048,0.94384,0.96664,0.8083,0.75408,0.34986,1.12772,0.0059806,0.0059806,0.0059806
205,25791.2,0.60149,0.33588,0.96811,0.94972,0.9442,0.96699,0.8081,0.75507,0.3513,1.12846,0.0059608,0.0059608,0.0059608
206,25900,0.6014,0.34066,0.97317,0.94926,0.94428,0.96699,0.80856,0.75565,0.35023,1.12956,0.005941,0.005941,0.005941
207,26009.1,0.5947,0.33548,0.96883,0.94873,0.94431,0.96703,0.80692,0.75711,0.34981,1.13074,0.0059212,0.0059212,0.0059212
208,26123.2,0.59631,0.3595,0.96391,0.94644,0.94549,0.96693,0.80625,0.75798,0.35137,1.13096,0.0059014,0.0059014,0.0059014
209,26236.9,0.5972,0.33629,0.9624,0.93498,0.95628,0.96695,0.80639,0.75822,0.35129,1.13082,0.0058816,0.0058816,0.0058816
210,26349.1,0.6033,0.33429,0.97063,0.93396,0.95757,0.96691,0.80595,0.75806,0.35093,1.13029,0.0058618,0.0058618,0.0058618
211,26461.8,0.58629,0.3375,0.96288,0.94734,0.93855,0.9668,0.8063,0.75793,0.35084,1.13004,0.005842,0.005842,0.005842
212,26577.5,0.59155,0.3383,0.9657,0.93315,0.95758,0.96675,0.80541,0.75813,0.35146,1.13003,0.0058222,0.0058222,0.0058222
213,26689.2,0.58881,0.3409,0.96516,0.93282,0.95838,0.96687,0.80563,0.75853,0.3514,1.13026,0.0058024,0.0058024,0.0058024
214,26797.7,0.58674,0.33484,0.96114,0.93304,0.95667,0.96743,0.80586,0.75906,0.35152,1.13042,0.0057826,0.0057826,0.0057826
215,26909.3,0.58993,0.3409,0.96618,0.93434,0.95644,0.96734,0.80633,0.75955,0.35128,1.13116,0.0057628,0.0057628,0.0057628
216,27024.5,0.58079,0.33365,0.96108,0.93429,0.95636,0.96736,0.8048,0.76001,0.35012,1.13205,0.005743,0.005743,0.005743
217,27137.7,0.59321,0.34414,0.96916,0.93444,0.95665,0.96726,0.80484,0.76091,0.35014,1.13322,0.0057232,0.0057232,0.0057232
218,27250.9,0.58665,0.33882,0.96366,0.93496,0.95561,0.96719,0.80485,0.76171,0.34945,1.1335,0.0057034,0.0057034,0.0057034
219,27363,0.58929,0.3484,0.96357,0.93478,0.95575,0.96717,0.80454,0.76215,0.35002,1.13399,0.0056836,0.0056836,0.0056836
220,27475.2,0.6004,0.33591,0.96813,0.93378,0.95897,0.96705,0.80501,0.76256,0.34954,1.13398,0.0056638,0.0056638,0.0056638
221,27586.3,0.57988,0.33215,0.96342,0.93309,0.95921,0.96705,0.805,0.76254,0.35015,1.13379,0.005644,0.005644,0.005644
222,27697.4,0.58975,0.33802,0.95954,0.93275,0.95921,0.96699,0.80596,0.75968,0.352,1.12861,0.0056242,0.0056242,0.0056242
223,27809.3,0.59252,0.33303,0.96607,0.93265,0.95921,0.96695,0.80608,0.76007,0.35317,1.1287,0.0056044,0.0056044,0.0056044
224,27921.7,0.57594,0.32947,0.95428,0.93237,0.95921,0.96705,0.80676,0.75972,0.35335,1.12806,0.0055846,0.0055846,0.0055846
225,28030.9,0.58406,0.33095,0.96153,0.9324,0.95921,0.96695,0.80714,0.75975,0.35281,1.12808,0.0055648,0.0055648,0.0055648
226,28145.8,0.58255,0.32668,0.96092,0.9323,0.95921,0.9669,0.8065,0.75983,0.35248,1.12821,0.005545,0.005545,0.005545
227,28258,0.58305,0.33164,0.9555,0.93219,0.95921,0.96689,0.80509,0.7599,0.35353,1.12804,0.0055252,0.0055252,0.0055252
228,28371.3,0.58177,0.33092,0.96471,0.93217,0.95921,0.96725,0.80632,0.76097,0.35273,1.12873,0.0055054,0.0055054,0.0055054
229,28481,0.58742,0.3352,0.95946,0.93258,0.95921,0.96713,0.8053,0.76158,0.35346,1.12917,0.0054856,0.0054856,0.0054856
230,28592.3,0.57932,0.32817,0.95859,0.93437,0.95641,0.96711,0.8051,0.76249,0.35313,1.12958,0.0054658,0.0054658,0.0054658
231,28704.6,0.57727,0.32868,0.95937,0.93238,0.95921,0.96726,0.80417,0.76459,0.35416,1.13187,0.005446,0.005446,0.005446
232,28819.4,0.57897,0.32392,0.95643,0.93236,0.95921,0.96698,0.80391,0.76521,0.35287,1.13268,0.0054262,0.0054262,0.0054262
233,28932.1,0.58064,0.32468,0.95824,0.93438,0.95821,0.96699,0.80464,0.76603,0.35174,1.13319,0.0054064,0.0054064,0.0054064
234,29046.2,0.57715,0.32526,0.96234,0.93387,0.95851,0.96763,0.8056,0.76618,0.35094,1.13291,0.0053866,0.0053866,0.0053866
235,29157.8,0.57527,0.3278,0.96205,0.93335,0.95913,0.96801,0.80564,0.76666,0.35064,1.13343,0.0053668,0.0053668,0.0053668
236,29268.3,0.58013,0.34028,0.95792,0.93296,0.95921,0.96802,0.80617,0.76735,0.35103,1.13388,0.005347,0.005347,0.005347
237,29380.6,0.56782,0.32573,0.95271,0.93279,0.95921,0.96747,0.80597,0.76815,0.35205,1.13459,0.0053272,0.0053272,0.0053272
238,29491.2,0.58334,0.32654,0.96421,0.93293,0.95921,0.96763,0.80568,0.76814,0.35217,1.13445,0.0053074,0.0053074,0.0053074
239,29602.1,0.58077,0.32795,0.96163,0.93293,0.95921,0.96776,0.80629,0.76856,0.35279,1.13478,0.0052876,0.0052876,0.0052876
240,29716,0.57366,0.32569,0.95248,0.93276,0.95921,0.96775,0.80611,0.76894,0.3534,1.13509,0.0052678,0.0052678,0.0052678
241,29831.7,0.58437,0.33842,0.96421,0.93262,0.95921,0.96774,0.80599,0.76948,0.35239,1.1356,0.005248,0.005248,0.005248
